date,draw_number,time_of_day,time,winning_number,symbol,modifiers
22-11-2016,15730,Morning,10:30 AM,2,Old Lady,Megaball
22-11-2017,16964,Afternoon,4:00 PM,36,Donkey,
22-11-2017,16965,Evening,7:00 PM,22,Rat,Megaball
22-11-2017,16963,Midday,1:00 PM,20,Dog,
22-11-2017,16962,Morning,10:30 AM,35,Big Snake,Megaball
22-11-2018,18192,Afternoon,4:00 PM,35,Big Snake,
22-11-2018,18193,Evening,7:00 PM,16,Jammette,
22-11-2018,18191,Midday,1:00 PM,19,Horse,Megaball
22-11-2018,18190,Morning,10:30 AM,11,Corbeau,
22-11-2019,19424,Afternoon,4:00 PM,27,Little Snake,
22-11-2019,19425,Evening,7:00 PM,7,Hog,Mega Extreme Ball
22-11-2019,19423,Midday,1:00 PM,15,Sick Woman,
22-11-2019,19422,Morning,10:30 AM,4,Dead Man,
22-11-2021,21392,Afternoon,4:00 PM,8,Tiger,Megaball
22-11-2021,21393,Evening,7:00 PM,11,Corbeau,
22-11-2021,21391,Midday,1:00 PM,31,Parson Wife,
22-11-2021,21390,Morning,10:30 AM,34,Blind Man,Mega Ultra Ball
22-11-2022,22620,Afternoon,4:00 PM,36,Donkey,
22-11-2022,22621,Evening,7:00 PM,18,Water Boat,"Megaball, Mega Ultra Ball, Mega Extreme Ball"
22-11-2022,22619,Midday,1:00 PM,22,Rat,Mega Extreme Ball
22-11-2022,22618,Morning,10:30 AM,7,Hog,Mega Extreme Ball
22-11-2023,23856,Afternoon,4:00 PM,23,Big House,Mega Ultra Ball
22-11-2023,23857,Evening,7:00 PM,34,Blind Man,Mega Extreme Ball
22-11-2023,23855,Midday,1:00 PM,30,House Cat,"Megaball, Mega Extreme Ball"
22-11-2023,23854,Morning,10:30 AM,16,Jammette,
22-11-2024,25088,Afternoon,4:00 PM,10,Monkey,Mega Extreme Ball
22-11-2024,25089,Evening,7:00 PM,11,Corbeau,Mega Extreme Ball
22-11-2024,25087,Midday,1:00 PM,30,House Cat,"Gold Ball, Megaball, Mega Ultra Ball"
22-11-2024,25086,Morning,10:30 AM,27,Little Snake,
22-12-1994,294,Evening,7:00 PM,31,Parson Wife,
22-12-1994,293,Midday,1:00 PM,16,Jammette,
22-12-1995,912,Evening,7:00 PM,31,Parson Wife,
22-12-1995,911,Midday,1:00 PM,11,Corbeau,
22-12-1997,2142,Evening,7:00 PM,32,Shrimp,
22-12-1997,2141,Midday,1:00 PM,4,Dead Man,
22-12-1998,2758,Evening,7:00 PM,26,Fowl,
22-12-1998,2757,Midday,1:00 PM,18,Water Boat,
22-12-1999,3374,Evening,7:00 PM,9,Cattle,
22-12-1999,3373,Midday,1:00 PM,20,Dog,
22-12-2000,3990,Evening,7:00 PM,36,Donkey,
22-12-2000,3989,Midday,1:00 PM,25,Morocoy,
22-12-2001,4602,Evening,7:00 PM,36,Donkey,
22-12-2001,4601,Midday,1:00 PM,12,King,
22-12-2003,5828,Evening,7:00 PM,12,King,
22-12-2003,5827,Midday,1:00 PM,14,Money,
22-12-2004,6442,Evening,7:00 PM,3,Carriage,
22-12-2004,6441,Midday,1:00 PM,21,Mouth,
22-12-2005,7052,Evening,7:00 PM,32,Shrimp,
22-12-2005,7051,Midday,1:00 PM,34,Blind Man,
22-12-2006,7668,Evening,7:00 PM,22,Rat,
22-12-2006,7667,Midday,1:00 PM,35,Big Snake,
22-12-2007,8282,Evening,7:00 PM,12,King,
22-12-2007,8281,Midday,1:00 PM,11,Corbeau,
22-12-2008,8898,Evening,7:00 PM,22,Rat,
22-12-2008,8897,Midday,1:00 PM,7,Hog,
22-12-2009,9512,Evening,7:00 PM,30,House Cat,
22-12-2009,9511,Midday,1:00 PM,25,Morocoy,
22-12-2010,10126,Evening,7:00 PM,7,Hog,
22-12-2010,10125,Midday,1:00 PM,28,Red Fish,
22-12-2011,10768,Evening,7:00 PM,5,Parson Man,
22-12-2011,10767,Midday,1:00 PM,12,King,
22-12-2011,10766,Morning,10:30 AM,23,Big House,
22-12-2012,11698,Evening,7:00 PM,24,Queen,
22-12-2012,11697,Midday,1:00 PM,9,Cattle,
22-12-2012,11696,Morning,10:30 AM,7,Hog,
22-12-2014,13540,Evening,7:00 PM,4,Dead Man,
22-12-2014,13539,Midday,1:00 PM,19,Horse,
22-12-2014,13538,Morning,10:30 AM,24,Queen,
22-12-2015,14604,Afternoon,4:00 PM,2,Old Lady,
22-12-2015,14605,Evening,7:00 PM,9,Cattle,
22-12-2015,14603,Midday,1:00 PM,16,Jammette,
22-12-2015,14602,Morning,10:30 AM,31,Parson Wife,
22-12-2016,15836,Afternoon,4:00 PM,23,Big House,
22-12-2016,15837,Evening,7:00 PM,31,Parson Wife,
22-12-2016,15835,Midday,1:00 PM,19,Horse,
22-12-2016,15834,Morning,10:30 AM,12,King,
22-12-2017,17068,Afternoon,4:00 PM,32,Shrimp,
22-12-2017,17069,Evening,7:00 PM,32,Shrimp,
22-12-2017,17067,Midday,1:00 PM,19,Horse,
22-12-2017,17066,Morning,10:30 AM,11,Corbeau,
22-12-2018,18296,Afternoon,4:00 PM,9,Cattle,Megaball
22-12-2018,18297,Evening,7:00 PM,27,Little Snake,
22-12-2018,18295,Midday,1:00 PM,16,Jammette,
22-12-2018,18294,Morning,10:30 AM,6,Belly,
22-12-2020,20552,Afternoon,4:00 PM,8,Tiger,
22-12-2020,20553,Evening,7:00 PM,30,House Cat,Megaball
22-12-2020,20551,Midday,1:00 PM,28,Red Fish,
22-12-2020,20550,Morning,10:30 AM,27,Little Snake,
22-12-2021,21496,Afternoon,4:00 PM,14,Money,Mega Ultra Ball
22-12-2021,21497,Evening,7:00 PM,6,Belly,"Megaball, Mega Ultra Ball"
22-12-2021,21495,Midday,1:00 PM,10,Monkey,
22-12-2021,21494,Morning,10:30 AM,33,Spider,Mega Ultra Ball
22-12-2022,22724,Afternoon,4:00 PM,34,Blind Man,Megaball
22-12-2022,22725,Evening,7:00 PM,30,House Cat,Mega Ultra Ball
22-12-2022,22723,Midday,1:00 PM,7,Hog,
22-12-2022,22722,Morning,10:30 AM,8,Tiger,Mega Ultra Ball
22-12-2023,23960,Afternoon,4:00 PM,19,Horse,"Megaball, Mega Extreme Ball"
22-12-2023,23961,Evening,7:00 PM,7,Hog,Mega Extreme Ball
22-12-2023,23959,Midday,1:00 PM,4,Dead Man,
22-12-2023,23958,Morning,10:30 AM,30,House Cat,
23-01-1995,348,Evening,7:00 PM,6,Belly,
23-01-1995,347,Midday,1:00 PM,32,Shrimp,
23-01-1996,964,Evening,7:00 PM,35,Big Snake,
23-01-1996,963,Midday,1:00 PM,14,Money,
23-01-1997,1580,Evening,7:00 PM,11,Corbeau,
23-01-1997,1579,Midday,1:00 PM,29,Opium Man,
23-01-1998,2196,Evening,7:00 PM,34,Blind Man,
23-01-1998,2195,Midday,1:00 PM,35,Big Snake,
23-01-1999,2810,Evening,7:00 PM,24,Queen,
23-01-1999,2809,Midday,1:00 PM,15,Sick Woman,
23-01-2001,4040,Evening,7:00 PM,15,Sick Woman,
23-01-2001,4039,Midday,1:00 PM,17,Pigeon,
23-01-2002,4654,Evening,7:00 PM,9,Cattle,
23-01-2002,4653,Midday,1:00 PM,7,Hog,
23-01-2003,5268,Evening,7:00 PM,7,Hog,
23-01-2003,5267,Midday,1:00 PM,29,Opium Man,
23-01-2004,5882,Evening,7:00 PM,34,Blind Man,
23-01-2004,5881,Midday,1:00 PM,34,Blind Man,
23-01-2006,7106,Evening,7:00 PM,2,Old Lady,
23-01-2006,7105,Midday,1:00 PM,9,Cattle,
23-01-2007,7720,Evening,7:00 PM,3,Carriage,
23-01-2007,7719,Midday,1:00 PM,36,Donkey,
23-01-2008,8334,Evening,7:00 PM,22,Rat,
23-01-2008,8333,Midday,1:00 PM,27,Little Snake,
23-01-2009,8952,Evening,7:00 PM,23,Big House,
23-01-2009,8951,Midday,1:00 PM,28,Red Fish,
23-01-2010,9566,Evening,7:00 PM,27,Little Snake,
23-01-2010,9565,Midday,1:00 PM,24,Queen,
23-01-2012,10849,Evening,7:00 PM,33,Spider,
23-01-2012,10848,Midday,1:00 PM,24,Queen,
23-01-2012,10847,Morning,10:30 AM,33,Spider,
23-01-2013,11776,Evening,7:00 PM,14,Money,
23-01-2013,11775,Midday,1:00 PM,36,Donkey,
23-01-2013,11774,Morning,10:30 AM,17,Pigeon,
23-01-2014,12697,Evening,7:00 PM,24,Queen,
23-01-2014,12696,Midday,1:00 PM,2,Old Lady,
23-01-2014,12695,Morning,10:30 AM,16,Jammette,
23-01-2015,13621,Evening,7:00 PM,12,King,
23-01-2015,13620,Midday,1:00 PM,15,Sick Woman,
23-01-2015,13619,Morning,10:30 AM,24,Queen,
23-01-2016,14712,Afternoon,4:00 PM,6,Belly,
23-01-2016,14713,Evening,7:00 PM,12,King,
23-01-2016,14711,Midday,1:00 PM,18,Water Boat,
23-01-2016,14710,Morning,10:30 AM,3,Carriage,
23-01-2017,15944,Afternoon,4:00 PM,8,Tiger,
23-01-2017,15945,Evening,7:00 PM,17,Pigeon,Megaball
23-01-2017,15943,Midday,1:00 PM,4,Dead Man,
23-01-2017,15942,Morning,10:30 AM,24,Queen,
23-01-2018,17172,Afternoon,4:00 PM,6,Belly,
23-01-2018,17173,Evening,7:00 PM,24,Queen,
23-01-2018,17171,Midday,1:00 PM,26,Fowl,Megaball
23-01-2018,17170,Morning,10:30 AM,31,Parson Wife,
23-01-2019,18400,Afternoon,4:00 PM,3,Carriage,
23-01-2019,18401,Evening,7:00 PM,16,Jammette,
23-01-2019,18399,Midday,1:00 PM,31,Parson Wife,Megaball
23-01-2019,18398,Morning,10:30 AM,26,Fowl,
23-01-2020,19632,Afternoon,4:00 PM,12,King,Mega Ultra Ball
23-01-2020,19633,Evening,7:00 PM,23,Big House,
23-01-2020,19631,Midday,1:00 PM,2,Old Lady,Mega Extreme Ball
23-01-2020,19630,Morning,10:30 AM,13,Crapaud,Mega Extreme Ball
23-01-2021,20660,Afternoon,4:00 PM,14,Money,
23-01-2021,20661,Evening,7:00 PM,20,Dog,
23-01-2021,20659,Midday,1:00 PM,4,Dead Man,Megaball
23-01-2021,20658,Morning,10:30 AM,20,Dog,Megaball
23-01-2023,22832,Afternoon,4:00 PM,36,Donkey,"Megaball, Mega Extreme Ball"
23-01-2023,22833,Evening,7:00 PM,10,Monkey,
23-01-2023,22831,Midday,1:00 PM,20,Dog,
23-01-2023,22830,Morning,10:30 AM,4,Dead Man,"Megaball, Mega Extreme Ball"
23-01-2024,24064,Afternoon,4:00 PM,11,Corbeau,Megaball
23-01-2024,24065,Evening,7:00 PM,13,Crapaud,Mega Ultra Ball
23-01-2024,24063,Midday,1:00 PM,33,Spider,Gold Ball
23-01-2024,24062,Morning,10:30 AM,24,Queen,Mega Ultra Ball
23-01-2025,25296,Afternoon,4:00 PM,26,Fowl,Megaball
23-01-2025,25297,Evening,7:00 PM,6,Belly,
23-01-2025,25295,Midday,1:00 PM,28,Red Fish,Megaball
23-01-2025,25294,Morning,10:30 AM,20,Dog,"Megaball, Mega Ultra Ball"
23-02-1995,402,Evening,7:00 PM,12,King,
23-02-1995,401,Midday,1:00 PM,5,Parson Man,
23-02-1996,1016,Evening,7:00 PM,29,Opium Man,
23-02-1996,1015,Midday,1:00 PM,32,Shrimp,
23-02-1998,2246,Evening,7:00 PM,4,Dead Man,
23-02-1998,2245,Midday,1:00 PM,27,Little Snake,
23-02-1999,2862,Evening,7:00 PM,25,Morocoy,
23-02-1999,2861,Midday,1:00 PM,23,Big House,
23-02-2000,3478,Evening,7:00 PM,3,Carriage,
23-02-2000,3477,Midday,1:00 PM,15,Sick Woman,
23-02-2001,4094,Evening,7:00 PM,22,Rat,
23-02-2001,4093,Midday,1:00 PM,10,Monkey,
23-02-2002,4708,Evening,7:00 PM,8,Tiger,
23-02-2002,4707,Midday,1:00 PM,24,Queen,
23-02-2004,5934,Evening,7:00 PM,34,Blind Man,
23-02-2004,5933,Midday,1:00 PM,32,Shrimp,
23-02-2005,6548,Evening,7:00 PM,3,Carriage,
23-02-2005,6547,Midday,1:00 PM,3,Carriage,
23-02-2006,7160,Evening,7:00 PM,30,House Cat,
23-02-2006,7159,Midday,1:00 PM,14,Money,
23-02-2007,7774,Evening,7:00 PM,24,Queen,
23-02-2007,7773,Midday,1:00 PM,8,Tiger,
23-02-2008,8388,Evening,7:00 PM,22,Rat,
23-02-2008,8387,Midday,1:00 PM,27,Little Snake,
23-02-2009,9004,Evening,7:00 PM,36,Donkey,
23-02-2009,9003,Midday,1:00 PM,28,Red Fish,
23-02-2010,9618,Evening,7:00 PM,26,Fowl,
23-02-2010,9617,Midday,1:00 PM,17,Pigeon,
23-02-2011,10232,Evening,7:00 PM,25,Morocoy,
23-02-2011,10231,Midday,1:00 PM,17,Pigeon,
23-02-2012,10930,Evening,7:00 PM,15,Sick Woman,
23-02-2012,10929,Midday,1:00 PM,1,Centipede,
23-02-2012,10928,Morning,10:30 AM,13,Crapaud,
23-02-2013,11857,Evening,7:00 PM,28,Red Fish,
23-02-2013,11856,Midday,1:00 PM,18,Water Boat,
23-02-2013,11855,Morning,10:30 AM,26,Fowl,
23-02-2015,13699,Evening,7:00 PM,17,Pigeon,
23-02-2015,13698,Midday,1:00 PM,35,Big Snake,
23-02-2015,13697,Morning,10:30 AM,12,King,
23-02-2016,14816,Afternoon,4:00 PM,33,Spider,
23-02-2016,14817,Evening,7:00 PM,16,Jammette,
23-02-2016,14815,Midday,1:00 PM,22,Rat,
23-02-2016,14814,Morning,10:30 AM,13,Crapaud,
23-02-2017,16052,Afternoon,4:00 PM,20,Dog,Megaball
23-02-2017,16053,Evening,7:00 PM,31,Parson Wife,
23-02-2017,16051,Midday,1:00 PM,14,Money,
23-02-2017,16050,Morning,10:30 AM,14,Money,Megaball
23-02-2018,17280,Afternoon,4:00 PM,21,Mouth,
23-02-2018,17281,Evening,7:00 PM,14,Money,
23-02-2018,17279,Midday,1:00 PM,27,Little Snake,Megaball
23-02-2018,17278,Morning,10:30 AM,14,Money,
23-02-2019,18508,Afternoon,4:00 PM,21,Mouth,Megaball
23-02-2019,18509,Evening,7:00 PM,23,Big House,
23-02-2019,18507,Midday,1:00 PM,1,Centipede,Megaball
23-02-2019,18506,Morning,10:30 AM,20,Dog,
23-02-2021,20764,Afternoon,4:00 PM,23,Big House,"Megaball, Mega Ultra Ball"
23-02-2021,20765,Evening,7:00 PM,8,Tiger,
23-02-2021,20763,Midday,1:00 PM,34,Blind Man,Megaball
23-02-2021,20762,Morning,10:30 AM,5,Parson Man,Mega Ultra Ball
23-02-2022,21708,Afternoon,4:00 PM,12,King,
23-02-2022,21709,Evening,7:00 PM,29,Opium Man,"Megaball, Mega Ultra Ball"
23-02-2022,21707,Midday,1:00 PM,6,Belly,"Megaball, Mega Bonus Ball"
23-02-2022,21706,Morning,10:30 AM,22,Rat,Mega Ultra Ball
23-02-2023,22940,Afternoon,4:00 PM,8,Tiger,Mega Bonus Ball
23-02-2023,22941,Evening,7:00 PM,25,Morocoy,Mega Ultra Ball
23-02-2023,22939,Midday,1:00 PM,34,Blind Man,
23-02-2023,22938,Morning,10:30 AM,29,Opium Man,"Mega Bonus Ball, Mega Ultra Ball, Mega Extreme Ball"
23-02-2024,24172,Afternoon,4:00 PM,13,Crapaud,
23-02-2024,24173,Evening,7:00 PM,27,Little Snake,"Gold Ball, Megaball"
23-02-2024,24171,Midday,1:00 PM,25,Morocoy,Gold Ball
23-02-2024,24170,Morning,10:30 AM,6,Belly,Megaball
23-03-1995,448,Evening,7:00 PM,27,Little Snake,
23-03-1995,447,Midday,1:00 PM,32,Shrimp,
23-03-1996,1066,Evening,7:00 PM,19,Horse,
23-03-1996,1065,Midday,1:00 PM,18,Water Boat,
23-03-1998,2294,Evening,7:00 PM,29,Opium Man,
23-03-1998,2293,Midday,1:00 PM,10,Monkey,
23-03-1999,2910,Evening,7:00 PM,9,Cattle,
23-03-1999,2909,Midday,1:00 PM,27,Little Snake,
23-03-2000,3528,Evening,7:00 PM,35,Big Snake,
23-03-2000,3527,Midday,1:00 PM,7,Hog,
23-03-2001,4142,Evening,7:00 PM,33,Spider,
23-03-2001,4141,Midday,1:00 PM,21,Mouth,
23-03-2002,4756,Evening,7:00 PM,15,Sick Woman,
23-03-2002,4755,Midday,1:00 PM,7,Hog,
23-03-2004,5984,Evening,7:00 PM,25,Morocoy,
23-03-2004,5983,Midday,1:00 PM,16,Jammette,
23-03-2005,6596,Evening,7:00 PM,28,Red Fish,
23-03-2005,6595,Midday,1:00 PM,2,Old Lady,
23-03-2006,7208,Evening,7:00 PM,27,Little Snake,
23-03-2006,7207,Midday,1:00 PM,35,Big Snake,
23-03-2007,7822,Evening,7:00 PM,27,Little Snake,
23-03-2007,7821,Midday,1:00 PM,11,Corbeau,
23-03-2009,9052,Evening,7:00 PM,5,Parson Man,
23-03-2009,9051,Midday,1:00 PM,6,Belly,
23-03-2010,9666,Evening,7:00 PM,2,Old Lady,
23-03-2010,9665,Midday,1:00 PM,36,Donkey,
23-03-2011,10280,Evening,7:00 PM,3,Carriage,
23-03-2011,10279,Midday,1:00 PM,2,Old Lady,
23-03-2012,11005,Evening,7:00 PM,35,Big Snake,
23-03-2012,11004,Midday,1:00 PM,6,Belly,
23-03-2012,11003,Morning,10:30 AM,24,Queen,
23-03-2013,11929,Evening,7:00 PM,15,Sick Woman,
23-03-2013,11928,Midday,1:00 PM,15,Sick Woman,
23-03-2013,11927,Morning,10:30 AM,35,Big Snake,
23-03-2015,13771,Evening,7:00 PM,5,Parson Man,
23-03-2015,13770,Midday,1:00 PM,3,Carriage,
23-03-2015,13769,Morning,10:30 AM,4,Dead Man,
23-03-2016,14916,Afternoon,4:00 PM,36,Donkey,
23-03-2016,14917,Evening,7:00 PM,9,Cattle,
23-03-2016,14915,Midday,1:00 PM,33,Spider,
23-03-2016,14914,Morning,10:30 AM,8,Tiger,
23-03-2017,16148,Afternoon,4:00 PM,16,Jammette,
23-03-2017,16149,Evening,7:00 PM,26,Fowl,
23-03-2017,16147,Midday,1:00 PM,18,Water Boat,Megaball
23-03-2017,16146,Morning,10:30 AM,24,Queen,
23-03-2018,17376,Afternoon,4:00 PM,31,Parson Wife,
23-03-2018,17377,Evening,7:00 PM,29,Opium Man,
23-03-2018,17375,Midday,1:00 PM,1,Centipede,
23-03-2018,17374,Morning,10:30 AM,35,Big Snake,
23-03-2019,18604,Afternoon,4:00 PM,35,Big Snake,
23-03-2019,18605,Evening,7:00 PM,14,Money,
23-03-2019,18603,Midday,1:00 PM,5,Parson Man,Megaball
23-03-2019,18602,Morning,10:30 AM,4,Dead Man,
23-03-2020,19836,Afternoon,4:00 PM,22,Rat,Mega Ultra Ball
23-03-2020,19837,Evening,7:00 PM,17,Pigeon,Mega Ultra Ball
23-03-2020,19835,Midday,1:00 PM,19,Horse,Megaball
23-03-2020,19834,Morning,10:30 AM,24,Queen,Mega Ultra Ball
23-03-2021,20860,Afternoon,4:00 PM,28,Red Fish,Megaball
23-03-2021,20861,Evening,7:00 PM,30,House Cat,
23-03-2021,20859,Midday,1:00 PM,12,King,Megaball
23-03-2021,20858,Morning,10:30 AM,10,Monkey,
23-03-2022,21804,Afternoon,4:00 PM,19,Horse,Megaball
23-03-2022,21805,Evening,7:00 PM,31,Parson Wife,"Megaball, Mega Extreme Ball"
23-03-2022,21803,Midday,1:00 PM,33,Spider,Mega Ultra Ball
23-03-2022,21802,Morning,10:30 AM,7,Hog,"Megaball, Mega Extreme Ball"
23-03-2023,23036,Afternoon,4:00 PM,8,Tiger,Mega Bonus Ball
23-03-2023,23037,Evening,7:00 PM,30,House Cat,Megaball
23-03-2023,23035,Midday,1:00 PM,7,Hog,
23-03-2023,23034,Morning,10:30 AM,34,Blind Man,Mega Bonus Ball
23-03-2024,24272,Afternoon,4:00 PM,35,Big Snake,"Megaball, Mega Ultra Ball"
23-03-2024,24273,Evening,7:00 PM,4,Dead Man,"Megaball, Mega Ultra Ball, Mega Extreme Ball"
23-03-2024,24271,Midday,1:00 PM,14,Money,Megaball
23-03-2024,24270,Morning,10:30 AM,16,Jammette,Gold Ball
23-04-1996,1114,Evening,7:00 PM,21,Mouth,
23-04-1996,1113,Midday,1:00 PM,2,Old Lady,
23-04-1997,1730,Evening,7:00 PM,36,Donkey,
23-04-1997,1729,Midday,1:00 PM,15,Sick Woman,
23-04-1998,2346,Evening,7:00 PM,13,Crapaud,
23-04-1998,2345,Midday,1:00 PM,33,Spider,
23-04-1999,2960,Evening,7:00 PM,33,Spider,
23-04-1999,2959,Midday,1:00 PM,5,Parson Man,
23-04-2001,4190,Evening,7:00 PM,8,Tiger,
23-04-2001,4189,Midday,1:00 PM,28,Red Fish,
23-04-2002,4804,Evening,7:00 PM,35,Big Snake,
23-04-2002,4803,Midday,1:00 PM,11,Corbeau,
23-04-2003,5418,Evening,7:00 PM,32,Shrimp,
23-04-2003,5417,Midday,1:00 PM,29,Opium Man,
23-04-2004,6034,Evening,7:00 PM,36,Donkey,
23-04-2004,6033,Midday,1:00 PM,25,Morocoy,
23-04-2005,6646,Evening,7:00 PM,35,Big Snake,
23-04-2005,6645,Midday,1:00 PM,3,Carriage,
23-04-2007,7870,Evening,7:00 PM,23,Big House,
23-04-2007,7869,Midday,1:00 PM,25,Morocoy,
23-04-2008,8488,Evening,7:00 PM,8,Tiger,
23-04-2008,8487,Midday,1:00 PM,19,Horse,
23-04-2009,9102,Evening,7:00 PM,17,Pigeon,
23-04-2009,9101,Midday,1:00 PM,32,Shrimp,
23-04-2010,9716,Evening,7:00 PM,19,Horse,
23-04-2010,9715,Midday,1:00 PM,11,Corbeau,
23-04-2011,10330,Evening,7:00 PM,10,Monkey,
23-04-2011,10329,Midday,1:00 PM,32,Shrimp,
23-04-2012,11077,Evening,7:00 PM,1,Centipede,
23-04-2012,11076,Midday,1:00 PM,12,King,
23-04-2012,11075,Morning,10:30 AM,8,Tiger,
23-04-2013,12001,Evening,7:00 PM,29,Opium Man,
23-04-2013,12000,Midday,1:00 PM,7,Hog,
23-04-2013,11999,Morning,10:30 AM,2,Old Lady,
23-04-2014,12925,Evening,7:00 PM,12,King,
23-04-2014,12924,Midday,1:00 PM,15,Sick Woman,
23-04-2014,12923,Morning,10:30 AM,5,Parson Man,
23-04-2015,13846,Evening,7:00 PM,28,Red Fish,
23-04-2015,13845,Midday,1:00 PM,2,Old Lady,
23-04-2015,13844,Morning,10:30 AM,17,Pigeon,
23-04-2016,15016,Afternoon,4:00 PM,2,Old Lady,
23-04-2016,15017,Evening,7:00 PM,5,Parson Man,
23-04-2016,15015,Midday,1:00 PM,36,Donkey,
23-04-2016,15014,Morning,10:30 AM,17,Pigeon,
23-04-2018,17472,Afternoon,4:00 PM,5,Parson Man,Mega Bonus Ball
23-04-2018,17473,Evening,7:00 PM,2,Old Lady,Mega Bonus Ball
23-04-2018,17471,Midday,1:00 PM,35,Big Snake,
23-04-2018,17470,Morning,10:30 AM,22,Rat,Megaball
23-04-2019,18700,Afternoon,4:00 PM,6,Belly,
23-04-2019,18701,Evening,7:00 PM,8,Tiger,
23-04-2019,18699,Midday,1:00 PM,9,Cattle,
23-04-2019,18698,Morning,10:30 AM,18,Water Boat,
23-04-2021,20960,Afternoon,4:00 PM,20,Dog,
23-04-2021,20961,Evening,7:00 PM,30,House Cat,
23-04-2021,20959,Midday,1:00 PM,31,Parson Wife,Mega Extreme Ball
23-04-2021,20958,Morning,10:30 AM,20,Dog,"Megaball, Mega Ultra Ball"
23-04-2022,21904,Afternoon,4:00 PM,24,Queen,
23-04-2022,21905,Evening,7:00 PM,4,Dead Man,Mega Extreme Ball
23-04-2022,21903,Midday,1:00 PM,1,Centipede,"Megaball, Mega Ultra Ball, Mega Extreme Ball"
23-04-2022,21902,Morning,10:30 AM,1,Centipede,
23-04-2024,24364,Afternoon,4:00 PM,1,Centipede,
23-04-2024,24365,Evening,7:00 PM,25,Morocoy,Mega Ultra Ball
23-04-2024,24363,Midday,1:00 PM,15,Sick Woman,Mega Bonus Ball
23-04-2024,24362,Morning,10:30 AM,5,Parson Man,
23-05-1995,550,Evening,7:00 PM,12,King,
23-05-1995,549,Midday,1:00 PM,11,Corbeau,
23-05-1996,1166,Evening,7:00 PM,4,Dead Man,
23-05-1996,1165,Midday,1:00 PM,25,Morocoy,
23-05-1997,1782,Evening,7:00 PM,7,Hog,
23-05-1997,1781,Midday,1:00 PM,32,Shrimp,
23-05-1998,2398,Evening,7:00 PM,18,Water Boat,
23-05-1998,2397,Midday,1:00 PM,9,Cattle,
23-05-2000,3628,Evening,7:00 PM,14,Money,
23-05-2000,3627,Midday,1:00 PM,35,Big Snake,
23-05-2001,4242,Evening,7:00 PM,15,Sick Woman,
23-05-2001,4241,Midday,1:00 PM,27,Little Snake,
23-05-2002,4856,Evening,7:00 PM,33,Spider,
23-05-2002,4855,Midday,1:00 PM,24,Queen,
23-05-2003,5470,Evening,7:00 PM,9,Cattle,
23-05-2003,5469,Midday,1:00 PM,5,Parson Man,
23-05-2005,6696,Evening,7:00 PM,15,Sick Woman,
23-05-2005,6695,Midday,1:00 PM,28,Red Fish,
23-05-2006,7308,Evening,7:00 PM,27,Little Snake,
23-05-2006,7307,Midday,1:00 PM,18,Water Boat,
23-05-2007,7922,Evening,7:00 PM,19,Horse,
23-05-2007,7921,Midday,1:00 PM,13,Crapaud,
23-05-2008,8538,Evening,7:00 PM,10,Monkey,
23-05-2008,8537,Midday,1:00 PM,19,Horse,
23-05-2009,9154,Evening,7:00 PM,31,Parson Wife,
23-05-2009,9153,Midday,1:00 PM,2,Old Lady,
23-05-2011,10380,Evening,7:00 PM,24,Queen,
23-05-2011,10379,Midday,1:00 PM,7,Hog,
23-05-2012,11155,Evening,7:00 PM,8,Tiger,
23-05-2012,11154,Midday,1:00 PM,27,Little Snake,
23-05-2012,11153,Morning,10:30 AM,2,Old Lady,
23-05-2013,12079,Evening,7:00 PM,25,Morocoy,
23-05-2013,12078,Midday,1:00 PM,30,House Cat,
23-05-2013,12077,Morning,10:30 AM,15,Sick Woman,
23-05-2014,13003,Evening,7:00 PM,1,Centipede,
23-05-2014,13002,Midday,1:00 PM,28,Red Fish,
23-05-2014,13001,Morning,10:30 AM,22,Rat,
23-05-2015,13924,Evening,7:00 PM,33,Spider,
23-05-2015,13923,Midday,1:00 PM,15,Sick Woman,
23-05-2015,13922,Morning,10:30 AM,7,Hog,
23-05-2016,15116,Afternoon,4:00 PM,23,Big House,
23-05-2016,15115,Midday,1:00 PM,34,Blind Man,
23-05-2016,15114,Morning,10:30 AM,4,Dead Man,
23-05-2017,16348,Afternoon,4:00 PM,30,House Cat,
23-05-2017,16349,Evening,7:00 PM,27,Little Snake,
23-05-2017,16347,Midday,1:00 PM,19,Horse,
23-05-2017,16346,Morning,10:30 AM,9,Cattle,
23-05-2018,17576,Afternoon,4:00 PM,29,Opium Man,
23-05-2018,17577,Evening,7:00 PM,18,Water Boat,
23-05-2018,17575,Midday,1:00 PM,6,Belly,Mega Bonus Ball
23-05-2018,17574,Morning,10:30 AM,14,Money,Megaball
23-05-2019,18804,Afternoon,4:00 PM,13,Crapaud,
23-05-2019,18805,Evening,7:00 PM,29,Opium Man,
23-05-2019,18803,Midday,1:00 PM,15,Sick Woman,Megaball
23-05-2019,18802,Morning,10:30 AM,28,Red Fish,Mega Bonus Ball
23-05-2022,22000,Afternoon,4:00 PM,15,Sick Woman,Megaball
23-05-2022,22001,Evening,7:00 PM,8,Tiger,
23-05-2022,21999,Midday,1:00 PM,10,Monkey,Megaball
23-05-2022,21998,Morning,10:30 AM,29,Opium Man,
23-05-2023,23232,Afternoon,4:00 PM,26,Fowl,Megaball
23-05-2023,23233,Evening,7:00 PM,11,Corbeau,Mega Ultra Ball
